source,source_job_id,job_title,company,location,location_area,searched_location,latitude,longitude,salary_min,salary_max,salary_is_predicted,contract_type,contract_time,category,category_tag,description,created,redirect_url,company_address,location_display,coordinates_source,geocoded_display_name,location_status,distance_available
Adzuna,4686700219,Staff Nurse,,"Kollam, Kerala","India, Kerala, Kollam",Kollam,9.01303,76.6143,,,0,,,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"URGENT OPPORTUNITY FOR STAFF NURSES IN LEADING HEALTHCARE GROUP IN DUBAI. Opportunity for Staff Nurses in Leading healthcare group in DUBAI,UAE Qualification – BSc Nursing Experience – Min 2 Yrs Gender- Male/Female Facilities offering attractive Salary incentives and other benefits. Interested candidate kindly forward your updated CV as early as possible. Direct Interview with Hospital delegates.",2024-05-10T07:38:17Z,https://www.adzuna.in/details/4686700219?utm_medium=api&utm_source=10d03a1b,"India, Kerala, Kollam","Kollam, Kerala",Adzuna,,Coordinates from Adzuna,True
Adzuna,5769830561,Team Leader - O&G Adjacent 1 - Kollam,Paytm Payments Services,"Kollam, Kerala","India, Kerala, Kollam",Kollam,9.01303,76.6143,,,0,,full_time,Sales Jobs,sales-jobs,"About Us: Paytm is India's leading mobile payments and financial services distribution company. Pioneer of the mobile QR payments revolution in India, Paytm builds technologies that help small businesses with payments and commerce. Paytm’s mission is to serve half a billion Indians and bring them to the mainstream economy with the help of technology. About the Team : The Oil and gas vertical Focused Offline payment solution team. Includes payment of oil/petrol and gas bills via QR Codes and POS…",2026-06-20T03:32:42Z,https://www.adzuna.in/details/5769830561?utm_medium=api&utm_source=10d03a1b,"India, Kerala, Kollam","Kollam, Kerala",Adzuna,,Coordinates from Adzuna,True
Adzuna,5798264191,Team leader - O&G Adjacent 2 - Kollam,Paytm Payments Services,"Kollam, Kerala","India, Kerala, Kollam",Kollam,9.01303,76.6143,,,0,,full_time,Sales Jobs,sales-jobs,"About Us: Paytm is India's leading mobile payments and financial services distribution company. Pioneer of the mobile QR payments revolution in India, Paytm builds technologies that help small businesses with payments and commerce. Paytm’s mission is to serve half a billion Indians and bring them to the mainstream economy with the help of technology. About the team: Dairy verticals include digital payment enablement at all Dairy outlets and its ecosystem, and other retail business. This team is…",2026-07-13T03:14:27Z,https://www.adzuna.in/details/5798264191?utm_medium=api&utm_source=10d03a1b,"India, Kerala, Kollam","Kollam, Kerala",Adzuna,,Coordinates from Adzuna,True
Adzuna,4686702077,Web Developer (HTML or CSS),,"Kollam, Kerala","India, Kerala, Kollam",Kollam,9.01303,76.6143,,,0,,,IT Jobs,it-jobs,"To be responsible for the coding, innovative design and layout of our website. Web developer responsibilities include building our website from concept all the way to completion from the bottom up, fashioning everything from the home page to site layout and function. Responsibilities Write well designed, testable, efficient code by using best software development practices Create website layout/user interface by using standard HTML/CSS WordPress practices Integrate data from various back-end se…",2024-05-10T07:38:30Z,https://www.adzuna.in/details/4686702077?utm_medium=api&utm_source=10d03a1b,"India, Kerala, Kollam","Kollam, Kerala",Adzuna,,Coordinates from Adzuna,True
Adzuna,5464864591,stores sales manager,Bethliving lifestyle Private limited,"Kottarakara, Kollam","India, Kerala, Kollam, Kottarakara",Kollam,8.99729,76.85025,350000.0,450000.0,0,,full_time,Sales Jobs,sales-jobs,"To manage the overall operations and sales performance of the interior design and home décor store. The Stores Sales Manager is responsible for achieving sales targets, ensuring excellent customer experience, supervising the design consultants and sales team, and maintaining the brand’s premium standards in store presentation and service. Key Responsibilities: 1. Sales & Revenue Management Achieve monthly and quarterly sales targets for the store. Drive conversion rates by ensuring strong custo…",2025-10-26T09:29:53Z,https://www.adzuna.in/details/5464864591?utm_medium=api&utm_source=10d03a1b,"India, Kerala, Kollam, Kottarakara","Kottarakara, Kollam",Adzuna,,Coordinates from Adzuna,True
Adzuna,4686701177,Accounts Executive,,"Kozhikode, Kerala","India, Kerala, Kozhikode",Kozhikode,11.16223,75.81366,,,0,,,Admin Jobs,admin-jobs,MNC company requires Accounts Executive Work Location Calicut Salary 12000 to 25000 Mail your resumes to simi.lakshmi82gmail.com,2024-05-10T07:38:24Z,https://www.adzuna.in/details/4686701177?utm_medium=api&utm_source=10d03a1b,"India, Kerala, Kozhikode","Kozhikode, Kerala",Adzuna,,Coordinates from Adzuna,True
Adzuna,5015653229,Android Developer,Brainpan Innovations,"Kozhikode, Kerala","India, Kerala, Kozhikode",Kozhikode,11.16223,75.81366,,,0,,full_time,IT Jobs,it-jobs,"ABOUT: Brainpan Innovations brings together an interdisciplinary team of computational scientists, computer scientists, designers, engineers, mathematicians, and medical professionals; who are working to address various challenges in the healthcare industry for developing economies. There is a huge gap between Life Sciences and other research disciplines. We aim to bridge this gap with Big Data Analytics, High Performance Computing, Machine Learning and Mathematical Modeling. Moreover, we are a…",2025-01-18T17:40:50Z,https://www.adzuna.in/details/5015653229?utm_medium=api&utm_source=10d03a1b,"India, Kerala, Kozhikode","Kozhikode, Kerala",Adzuna,,Coordinates from Adzuna,True
Adzuna,5653201435,Assistant Service Manager,Hirestar job Bank,"Kozhikode, Kerala","India, Kerala, Kozhikode",Kozhikode,11.2450558,75.7754716,35000.0,40000.0,0,,,Engineering Jobs,engineering-jobs,"Urgent Hiring Automobile Company  Position: Assistant Service Manager Experience: *Minimum 4 – 7 years of experience Salary: 40,000 per month* Location: *Calicut Key Responsibilities: * Assist in managing daily workshop operations * Supervise Service Advisors & Technicians * Ensure smooth job allocation & bay utilization * Monitor service TAT (Turnaround Time) * Handle customer complaints & escalations * Support achievement of labour & revenue targets * Track workshop productivity & efficiency …",2026-03-04T08:28:42Z,https://www.adzuna.in/details/5653201435?utm_medium=api&utm_source=10d03a1b,"India, Kerala, Kozhikode","Kozhikode, Kerala",OpenStreetMap geocoding,"Kozhikode, Kerala, 673001, India",Coordinates geocoded from job location,True
Adzuna,5503836290,Associate Account Manager,Wattlecorp Cybersecurity Labs,"Kozhikode, Kerala","India, Kerala, Kozhikode",Kozhikode,11.16223,75.81366,,,0,,full_time,Sales Jobs,sales-jobs,"Description Wattlecorp Cybersecurity Labs is looking for an enthusiastic Associate Account Manager to join our Sales team in Kozhikode. This full-time, on-site position presents a fantastic opportunity to engage with clients in the rapidly evolving field of computer and network security. As an Associate Account Manager, you will play a crucial role in building and maintaining client relationships, understanding their needs, and providing tailored cybersecurity solutions. Your contributions will…",2025-11-20T00:58:06Z,https://www.adzuna.in/details/5503836290?utm_medium=api&utm_source=10d03a1b,"India, Kerala, Kozhikode","Kozhikode, Kerala",Adzuna,,Coordinates from Adzuna,True
Adzuna,5503836286,Associate Account Manager - Outbound,Wattlecorp Cybersecurity Labs,"Kozhikode, Kerala","India, Kerala, Kozhikode",Kozhikode,11.16223,75.81366,,,0,,full_time,Accounting & Finance Jobs,accounting-finance-jobs,"Description Wattlecorp Cybersecurity Labs is seeking an Associate Account Manager - Outbound to join our dedicated team in Kozhikode. This full-time, on-site position offers a unique opportunity to engage with clients and contribute to enhancing our cybersecurity solutions in the ever-evolving landscape of the Computer/Network Security industry. As an Associate Account Manager - Outbound, you will play a vital role in driving our business growth by identifying and nurturing client relationships…",2025-11-20T00:58:06Z,https://www.adzuna.in/details/5503836286?utm_medium=api&utm_source=10d03a1b,"India, Kerala, Kozhikode","Kozhikode, Kerala",Adzuna,,Coordinates from Adzuna,True
Adzuna,5310696099,Branch Manager| Kozhikode,CSB Bank,"Kozhikode, Kerala","India, Kerala, Kozhikode",Kozhikode,11.16223,75.81366,,,0,,full_time,Sales Jobs,sales-jobs,"Description Business sourcing and relationship management of sourcing channels , Co-ordination with internal stakeholders, End to End process coordination of loan disbursement Responsibilities Managing and motivating the sales team towards achieving targets. Responsible for empanelment of new dealers and resource allocation. Ensuring process & documentation compliance, FI, agreement execution & credit approval. Hiring, training & development of sales team to achieve targeted numbers. Qualificat…",2025-07-19T02:36:11Z,https://www.adzuna.in/details/5310696099?utm_medium=api&utm_source=10d03a1b,"India, Kerala, Kozhikode","Kozhikode, Kerala",Adzuna,,Coordinates from Adzuna,True
Adzuna,5725355494,Branch Operations Manager| Kozhikode,CSB Bank,"Kozhikode, Kerala","India, Kerala, Kozhikode",Kozhikode,11.16223,75.81366,,,0,,full_time,Retail Jobs,retail-jobs,Description responsible for the entire operation of a branch; from ensuring the attainment of sales goals to overseeing everyone provides excellent customer service Responsibilities To ensure customer service standards are met and inimize customer complaints and escalations Deepen customer engagements and ensure revenue is maximized by cross sell and upsell Ensure smooth operations of the branch at all times Ensure branch adheres to the highest standards of compliance Ensure branch upkeep in te…,2026-05-11T02:17:24Z,https://www.adzuna.in/details/5725355494?utm_medium=api&utm_source=10d03a1b,"India, Kerala, Kozhikode","Kozhikode, Kerala",Adzuna,,Coordinates from Adzuna,True
Adzuna,5822659670,Content Creator,HiLITE Group,"Kozhikode, Kerala","India, Kerala, Kozhikode",Kozhikode,11.16223,75.81366,,,0,,,"PR, Advertising & Marketing Jobs",pr-advertising-marketing-jobs,"About the Company Established in 1996, HiLITE Group is a diversified conglomerate headquartered in Kozhikode. The group has significantly influenced Kerala's modern landscape through its presence in various sectors including real estate (residential, commercial and retail), interior design, business parks, education, health care, entertainment and food and beverage. Job Responsibilities: Develop creative content ideas for instagram,face book, your tube and other digital platforms. Plan, shoot a…",2026-08-01T01:28:52Z,https://www.adzuna.in/land/ad/5822659670?se=bLSAc3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=384BC8149D40A11228B35BBCAA62FD027D82B842,"India, Kerala, Kozhikode","Kozhikode, Kerala",Adzuna,,Coordinates from Adzuna,True
Adzuna,5822232680,Creative Copywriter,HiLITE Group,"Kozhikode, Kerala","India, Kerala, Kozhikode",Kozhikode,11.16223,75.81366,,,0,,,Creative & Design Jobs,creative-design-jobs,"Established in 1996, HiLITE Group is a diversified conglomerate headquartered in Kozhikode. The group has significantly influenced Kerala's modern landscape through its presence in various sectors including real estate (residential, commercial and retail), interior design, business parks, education, health care, entertainment and food and beverage. Responsibilities: Develop creative and engaging copy for property listing, brochures, ads and campaigns Write high/converting content for digital pl…",2026-07-31T15:27:22Z,https://www.adzuna.in/land/ad/5822232680?se=bLSAc3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=3DFD4D8EEE592E78CC772154EEE931D734C34DF0,"India, Kerala, Kozhikode","Kozhikode, Kerala",Adzuna,,Coordinates from Adzuna,True
Adzuna,5845683104,Customer Relations Executive,Acaflix,"Kozhikode, Kerala","India, Kerala, Kozhikode",Kozhikode,11.16223,75.81366,,,0,,full_time,Teaching Jobs,teaching-jobs,"Company Description Acaflix is an education platform focused on making learning flexible, meaningful, and aligned with real-world needs. Learners build practical skills at their own pace through interactive courses, modern tools, and an engaging experience designed for contemporary learning styles. The company collaborates with accredited awarding bodies and professional organizations to offer certifications with genuine academic and professional value. Through partnerships with renowned univer…",2026-08-18T05:08:21Z,https://www.adzuna.in/land/ad/5845683104?se=bLSAc3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=63C869F781B3D81AD16567C61DE44F8EA6D18748,"India, Kerala, Kozhikode","Kozhikode, Kerala",Adzuna,,Coordinates from Adzuna,True
Adzuna,5712485236,Field Marketing Executive,Zenfident HR Solutions,"Kozhikode, Kerala","India, Kerala, Kozhikode",Kozhikode,,,200000.0,400000.0,0,,full_time,Sales Jobs,sales-jobs,"Company: Resort in Calicut Salary: ₹15,000 – ₹45,000 per month Experience: 6m to 1yr Education qualification: Graduate  Benefits: Attractive incentives Daily TA/DA provided Career growth opportunities  Job Description: Visit travel agencies, companies, and partner locations. Promote Park offers and packages. Generate leads and collect customer details. Build relationships with travel agents. Collect visiting cards and business contacts. Achieve daily field targets. Willing to travel locally. Sk…",2026-04-28T11:55:59Z,https://www.adzuna.in/details/5712485236?utm_medium=api&utm_source=10d03a1b,"India, Kerala, Kozhikode","Kozhikode, Kerala",,,Location available; coordinates unavailable,False
Adzuna,4686702162,Front End Developer,,"Kozhikode, Kerala","India, Kerala, Kozhikode",Kozhikode,11.16223,75.81366,,,0,,,IT Jobs,it-jobs,"We're looking for a Front End Developer for our company to help with creating a slick modern web front end. The job requires experience with the javascript ecosystem (primarily Vue.js), HTML, CSS, and related tooling. Experience with UI/UX principles and design is an added bonus. Open-source contributions and public activity (e.g. hackerrank, stack overflow etc.) related to front-end technologies is a big bonus. You will be in charge of developing the front end for all our products using the ab…",2024-05-10T07:38:30Z,https://www.adzuna.in/details/4686702162?utm_medium=api&utm_source=10d03a1b,"India, Kerala, Kozhikode","Kozhikode, Kerala",Adzuna,,Coordinates from Adzuna,True
Adzuna,5846281345,Full-Stack Developer,Apistride,"Koyilandi, Kozhikode","India, Kerala, Kozhikode, Koyilandi",Kozhikode,11.20095,75.80415,,,0,permanent,full_time,IT Jobs,it-jobs,"About the Role Apistride is looking for a Full Stack Developer to join our team in Kozhikode. We are looking for a hands-on developer who is comfortable working across frontend, backend, databases, APIs, integrations, and cloud environments . You will work on an existing production application, develop new features, troubleshoot technical issues, and contribute to building reliable and scalable software. The ideal candidate should have strong fundamentals in modern web development, good problem…",2026-08-18T13:03:46Z,https://www.adzuna.in/details/5846281345?utm_medium=api&utm_source=10d03a1b,"India, Kerala, Kozhikode, Koyilandi","Koyilandi, Kozhikode",Adzuna,,Coordinates from Adzuna,True
Adzuna,2121631481,Fullstack Developer,Coddle Technologies,"Kozhikode, Kerala","India, Kerala, Kozhikode",Kozhikode,,,0.0,400000.0,0,,full_time,IT Jobs,it-jobs,"- Experience with front-end technologies such as Angular or React with Redux . - Experience working in NodeJS with Express - Experience with PHP development using any one of it's framework will be considered as a value add - Experience working with SQL or NoSQL databases, the ability to write efficient queries and benchmark/profile them - Mastery of object oriented JavaScript, ES6, HTML, and CSS/SASS/ StyledComponents - Experience in RESTful API development - Strong understanding of asynchronou…",2021-04-16T05:53:27Z,https://www.adzuna.in/details/2121631481?utm_medium=api&utm_source=10d03a1b,"India, Kerala, Kozhikode","Kozhikode, Kerala",,,Location available; coordinates unavailable,False
Adzuna,5612505671,German Faculty,Lanstitut,"Kozhikode, Kerala","India, Kerala, Kozhikode",Kozhikode,11.16223,75.81366,,,0,,full_time,Teaching Jobs,teaching-jobs,Job Responsibilities 1. Teaching & Student Engagement: ● Conduct engaging and high-quality German language classes across all levels. ● Provide personal attention to students and effectively clarify doubts. ● Conduct focused preparation sessions for the Goethe & TELC B2 examination to ensure student success. ● Prepare nurses for German language interviews and placements in German hospitals. ● Create and share comprehensive notes before each class in the group. 2. Attendance & Academic Responsib…,2026-02-04T04:28:11Z,https://www.adzuna.in/details/5612505671?utm_medium=api&utm_source=10d03a1b,"India, Kerala, Kozhikode","Kozhikode, Kerala",Adzuna,,Coordinates from Adzuna,True
Adzuna,5707401052,Gold Loan Officer| Kozhikode,CSB Bank,"Kozhikode, Kerala","India, Kerala, Kozhikode",Kozhikode,11.16223,75.81366,,,0,,full_time,Sales Jobs,sales-jobs,"Description Business sourcing and relationship management of sourcing channels , Co-ordination with internal stakeholders, End to End process coordination of loan disbursement Responsibilities Managing and motivating the sales team towards achieving targets. Responsible for empanelment of new dealers and resource allocation. Ensuring process & documentation compliance, FI, agreement execution & credit approval. Hiring, training & development of sales team to achieve targeted numbers. Qualificat…",2026-04-23T01:52:13Z,https://www.adzuna.in/details/5707401052?utm_medium=api&utm_source=10d03a1b,"India, Kerala, Kozhikode","Kozhikode, Kerala",Adzuna,,Coordinates from Adzuna,True
Adzuna,5645814085,Graphic Designer,Sidmec Technologies,"Kozhikode, Kerala","India, Kerala, Kozhikode",Kozhikode,11.16223,75.81366,1700000.0,1800000.0,0,,full_time,Creative & Design Jobs,creative-design-jobs,"Job Title: Graphic Designer Experience: 1 Year Location: Calicut (Kozhikode) Joining: Immediate joiners preferred Job Description: We are looking for a creative Graphic Designer with 1 year of experience to join our team at Calicut. The ideal candidate should have a strong design sense, basic UI/UX understanding, and hands-on exposure to video editing and AI tools. Key Skills Required: Proficiency in Adobe Creative Suite (Photoshop, Illustrator) Basic familiarity with Figma Knowledge of UI/UX d…",2026-02-26T11:13:32Z,https://www.adzuna.in/details/5645814085?utm_medium=api&utm_source=10d03a1b,"India, Kerala, Kozhikode","Kozhikode, Kerala",Adzuna,,Coordinates from Adzuna,True
Adzuna,5686790249,HR Executive,Hirestar job Bank,"Kozhikode, Kerala","India, Kerala, Kozhikode",Kozhikode,,,20000.0,25000.0,0,,,HR & Recruitment Jobs,hr-jobs,"Urgent Opening  Position: HR Executive Location: Calicut Experience: Minimum 2 years of site experience Salary : 3 per month Job Summary We are looking for a proactive HR Executive with 2–3 years of experience in core HR functions, especially recruitment. The ideal candidate should be MBA qualified and currently based in Calicut. Key Responsibilities Manage end-to-end recruitment (sourcing, screening, interviews, onboarding) Coordinate with department heads to understand hiring needs Handle job…",2026-04-02T08:43:30Z,https://www.adzuna.in/details/5686790249?utm_medium=api&utm_source=10d03a1b,"India, Kerala, Kozhikode","Kozhikode, Kerala",,,Location available; coordinates unavailable,False
Adzuna,3436021900,HR MANAGER,Seintiv,"Kozhikode, Kerala","India, Kerala, Kozhikode",Kozhikode,,,1200000.0,1500000.0,0,,full_time,HR & Recruitment Jobs,hr-jobs,"HR MANAGER HR Generalist experience profile Responsibilities including Recruitment, End to end Employee life Cycle Management Day to Day HR operations Payroll Management Employee Grievance Skills:- Payroll Management, Employee Engagement, Recruitment, Operations, Employee Grievance and Employee Life Cycle",2022-08-27T06:41:36Z,https://www.adzuna.in/details/3436021900?utm_medium=api&utm_source=10d03a1b,"India, Kerala, Kozhikode","Kozhikode, Kerala",,,Location available; coordinates unavailable,False
Adzuna,1239763164,Hiring Branch Head for a leading Indian MNC Bank,talchemist consultancy,"Kozhikode, Kerala","India, Kerala, Kozhikode",Kozhikode,11.16223,75.81366,700000.0,1200000.0,0,,full_time,Accounting & Finance Jobs,accounting-finance-jobs,"Looking for Branch Head/ Senior Manager with 10 years experience for a leading Indian MNC Bank, for Calicut,Palakkad and Kannur location.Salary upto 15 Lakhs per annum(Fixed) Variable Benefits. Skills:- Retail banking, Banking and Leadership",2019-08-20T13:04:40Z,https://www.adzuna.in/details/1239763164?utm_medium=api&utm_source=10d03a1b,"India, Kerala, Kozhikode","Kozhikode, Kerala",Adzuna,,Coordinates from Adzuna,True
Adzuna,4659076441,Laravel Developer - 1 Years Exp,Glaubetech Inventions Pvt Ltd,"Kozhikode, Kerala","India, Kerala, Kozhikode",Kozhikode,11.16223,75.81366,100000.0,300000.0,0,,full_time,IT Jobs,it-jobs,"Responsibilities: Develop and maintain web applications using the Laravel PHP framework. Write clean, efficient, and secure code following best practices. Troubleshoot and debug issues reported by users or during testing. Implement Web applications using PHP and Laravel framework. Translate client requirements to application design. Should be familiar with CodeIgniter, Laravel etc. Strong Logical, problem-solving skills and attention to detail. Keeping track of and reporting on Laravel work. St…",2024-04-21T18:11:48Z,https://www.adzuna.in/details/4659076441?utm_medium=api&utm_source=10d03a1b,"India, Kerala, Kozhikode","Kozhikode, Kerala",Adzuna,,Coordinates from Adzuna,True
Adzuna,5845683483,Lead Architect,Galaxy Builders,"Kozhikode, Kerala","India, Kerala, Kozhikode",Kozhikode,11.16223,75.81366,,,0,,full_time,Trade & Construction Jobs,trade-construction-jobs,"About the Job Lead Architect Company: Galaxy Builders Location: Kozhikode (Calicut), Kerala Employment Type: Full-time Experience Required: 3-5 years About the Role We are looking for a creative and detail-oriented Lead Architect to join our Interior Design team in Kozhikode. This role is ideal for an architect with a strong design sensibility and hands-on site experience who can lead the architectural planning and execution of luxury interior fit-out projects. You will work closely with interi…",2026-08-18T05:08:46Z,https://www.adzuna.in/land/ad/5845683483?se=bLSAc3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=B0F91733C152876446DC7307097E9E66A3FF436D,"India, Kerala, Kozhikode","Kozhikode, Kerala",Adzuna,,Coordinates from Adzuna,True
Adzuna,5782107375,MBBS Doctor,Al Amani Human Resources Consultancy,"Koyilandi, Kozhikode","India, Kerala, Kozhikode, Koyilandi",Kozhikode,11.2293,75.8395,,,0,permanent,full_time,Healthcare & Nursing Jobs,healthcare-nursing-jobs,MBBS DOCTORS required for a reputed 5 Star Clinical Resort in Kerala: MBBS Degree with 3 years experience in hospitals / Clinics Valid Medical Council Registration Strong Diagnostic & patient care skills Comprehensive medical knowledge Empathetic communication Immediate joining preferred Benefits: Salary IRs. 1 Lakh/month based on experience Group health benefits and incentives Dynamic work environment Free Recruitment,2026-06-30T19:14:27Z,https://www.adzuna.in/details/5782107375?utm_medium=api&utm_source=10d03a1b,"India, Kerala, Kozhikode, Koyilandi","Koyilandi, Kozhikode",Adzuna,,Coordinates from Adzuna,True
Adzuna,4862170189,MERN (Full Stack) Developer,ICohort Business Ventures Private Limited,"Kozhikode, Kerala","India, Kerala, Kozhikode",Kozhikode,11.16223,75.81366,350000.0,750000.0,0,,full_time,IT Jobs,it-jobs,"Experience: - 2-5 years Requirements: - strong backend knowledge in Node.js - knowledge in typescript would be an added advantage - frontend tech: React, Vue(Optional) - familiar with Redux, RTK - knowledge in db: MySQL, PostgreSQL, MongoDB(Optional) - experience in git - familiar with linux systems - familiar with hosting web servers and technologies like nginx, apache - familiarity with docker is an added advantage Responsibilities: - building microservices, REST APIs - adhering to best secur…",2024-09-13T11:01:00Z,https://www.adzuna.in/details/4862170189?utm_medium=api&utm_source=10d03a1b,"India, Kerala, Kozhikode","Kozhikode, Kerala",Adzuna,,Coordinates from Adzuna,True
Adzuna,3815361623,PHP Developer,Trogon Media Pvt Ltd,"Kozhikode, Kerala","India, Kerala, Kozhikode",Kozhikode,11.16223,75.81366,300000.0,400000.0,0,,full_time,IT Jobs,it-jobs,"We are looking for a PHP Developer with at least 1 year and above experience in CodeIgniter who can join our team immediately. Hands-on experience in PHP CodeIgniter, Laravel, jQuery, JavaScript, and MySQL backend experience. Object-oriented application-building experience in a professional Agile/Scrum environment. Thorough understanding of relational databases such as MySQL or similar technologies. Skills:- CodeIgniter",2023-01-02T06:15:55Z,https://www.adzuna.in/details/3815361623?utm_medium=api&utm_source=10d03a1b,"India, Kerala, Kozhikode","Kozhikode, Kerala",Adzuna,,Coordinates from Adzuna,True
Adzuna,5818747015,Preferred Relationship Manager,Anand Rathi Share and Stock Brokers Ltd,"Kozhikode, Kerala","India, Kerala, Kozhikode",Kozhikode,11.16223,75.81366,,,0,,,Sales Jobs,sales-jobs,The Relationship Manager is the ultimate face of the business as (s) he is going to be the final point of contact with the client. (S) He would be responsible for acquiring High Net Worth relationships and managing & retaining such relationships by delivering the best standards of services. (S) He would be expected to establish strong ties with them by designing & implementing their financial plans; and then by ensuring that they receive and execute on the right advice. Pre-Requisites: - Relati…,2026-07-29T01:23:30Z,https://www.adzuna.in/land/ad/5818747015?se=bLSAc3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=CEA9332B3B3163CE081796A390F18DF9835BEBCF,"India, Kerala, Kozhikode","Kozhikode, Kerala",Adzuna,,Coordinates from Adzuna,True
Adzuna,5448174056,Product Development Internship,ClientCue Business Solutions,"Kozhikode, Kerala","India, Kerala, Kozhikode",Kozhikode,11.16223,75.81366,,,0,contract,,IT Jobs,it-jobs,"The individual should be able to work individually and should be able to understand the requirements of the management JAVA, MYSQL, Javascript & HTML, and CSS knowledge is mandatory Should be self-driven and self-motivated Candidates should have the ability to Develop, Test, and Implement Should have a positive attitude towards the work This is an internship with a live project for a period of 6 months The First 3 months are not paid The next 3 months will provide a stipend based on the perform…",2025-10-15T14:58:03Z,https://www.adzuna.in/details/5448174056?utm_medium=api&utm_source=10d03a1b,"India, Kerala, Kozhikode","Kozhikode, Kerala",Adzuna,,Coordinates from Adzuna,True
Adzuna,4801503827,Python/Odoo Developer Trainee,Cybrosys,"Kozhikode, Kerala","India, Kerala, Kozhikode",Kozhikode,11.16223,75.81366,,,0,,full_time,IT Jobs,it-jobs,"We are hiring Python/Odoo Developer Trainee -Urgent requirement (50 Vacancy) We are providing 6 Months free training for candidates in the field of Phython, Odoo ERP & PostgreSQL. Based on the performance during the training period we will be hiring them as Odoo Developers. First Round: Online Coding test on basic C, C++ Second Round: Online HR interview Qualification: B tech/B.E (CS, IT, ECE), MCA, BCA, BSc. MSc. Computer Science JOB LOCATION: Cybrosys Technologies, Kinfra Techno Park, Calicut…",2024-07-31T03:11:08Z,https://www.adzuna.in/details/4801503827?utm_medium=api&utm_source=10d03a1b,"India, Kerala, Kozhikode","Kozhikode, Kerala",Adzuna,,Coordinates from Adzuna,True
Adzuna,5830417651,Registered Nurse,A-Class Marble India Pvt. Ltd.,"Kozhikode, Kerala","India, Kerala, Kozhikode",Kozhikode,11.16223,75.81366,,,0,,full_time,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Company Description thegrade&co is a multidisciplinary team of designers, thinkers, strategists, and business professionals who blend creativity with practical problem-solving. The organization values originality, responsiveness, and adaptability, encouraging team members to explore new ideas and challenge conventional approaches. thegrade&co is dedicated to tackling complex challenges and delivering impactful work that makes a meaningful difference. Team members collaborate with some of the sh…",2026-08-06T17:51:57Z,https://www.adzuna.in/land/ad/5830417651?se=bLSAc3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=72CF0E1CEE65CFC30DC348D65F8FDEB9DF5F4BAE,"India, Kerala, Kozhikode","Kozhikode, Kerala",Adzuna,,Coordinates from Adzuna,True
Adzuna,4801594855,Relationship Manager-CEQ-Sales-Kozhikode - City Mall (5th Floor)-M1-M3,Tata Capital,"Kozhikode, Kerala","India, Kerala, Kozhikode",Kozhikode,11.16223,75.81366,,,0,,full_time,Sales Jobs,sales-jobs,"Description 1. Originate NTB prospects through direct sourcing and open market channels 2. Acquiring customers and taking their proposal up to the stage of disbursement. 3. Meeting existing customers to generate business opportunities thereby generating revenue 4. Catering to the business having a turnover of Rs 100 to 500 crs in Emerging Business, Rs 500 to 1000 crs in Mid Corporate and Rs 1000 crs & above in Large Corp with different working capital facilities such as Overdraft, Cash credit, …",2024-07-31T03:17:45Z,https://www.adzuna.in/details/4801594855?utm_medium=api&utm_source=10d03a1b,"India, Kerala, Kozhikode","Kozhikode, Kerala",Adzuna,,Coordinates from Adzuna,True
Adzuna,5503836357,Sales Administrative Associate,Wattlecorp Cybersecurity Labs,"Kozhikode, Kerala","India, Kerala, Kozhikode",Kozhikode,11.16223,75.81366,,,0,,full_time,Sales Jobs,sales-jobs,"Description Wattlecorp Cybersecurity Labs is looking for a Sales Administrative Associate to join our team in Kozhikode. This full-time, on-site position is an excellent opportunity for individuals at the entry-level to start their career in the dynamic field of computer and network security. As a Sales Administrative Associate, you will play a crucial role in supporting our sales team and ensuring smooth operations within the department. You will assist in managing sales data, preparing report…",2025-11-20T00:58:06Z,https://www.adzuna.in/details/5503836357?utm_medium=api&utm_source=10d03a1b,"India, Kerala, Kozhikode","Kozhikode, Kerala",Adzuna,,Coordinates from Adzuna,True
Adzuna,5848119755,Sales Executive,MECHON INTERNATIONAL,"Kozhikode, Kerala","India, Kerala, Kozhikode",Kozhikode,11.16223,75.81366,,,0,,,Sales Jobs,sales-jobs,"Location: Calicut, Kerala  Company: Mechon Global Equip LLP  Open Positions: 2 Mechon Global Equip LLP is looking for dynamic and target-driven Sales Executives to join our growing team. If you have experience in sales, business development, and customer relationship management, we'd like to hear from you.  Experience Required: 3–5 Years  Industry: Heavy Equipment / Spare Parts / Industrial Solutions Key Responsibilities Identify and develop new business opportunities across North Kerala Build…",2026-08-19T17:13:16Z,https://www.adzuna.in/land/ad/5848119755?se=bLSAc3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=8BC3977485D3E4BC2C799E90083352889116D7EB,"India, Kerala, Kozhikode","Kozhikode, Kerala",Adzuna,,Coordinates from Adzuna,True
