resume_id,job_id,job_title,company,ai_match_percentage,total_job_skills,matched_skill_count,skill_match_percentage,matched_skills,skill_gaps,skill_gap_count
85,25,,NoBroker Technologies Solutions Private Limited,35.0,1,0,0.0,,cold callinginside salesbusiness developmentsales,1
86,1,,Calipers Consulting Private Limited,52.02,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
86,43,,Mintifi Finserve Private Limited,50.6,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
86,5,,SREEDHARA ENTERPRISES,47.72,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
86,37,,Urban Company,47.48,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
86,39,,KnowledgeWorks Global Limited,47.01,1,1,100.0,english r,english proficiency spoken english proficiency written,1
86,7,,Leafoberryy,46.43,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
86,29,,GlobalStep Services Private Limited,45.71,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
86,17,,SpotOnMedia,42.58,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
86,24,,SpotOnMedia,42.58,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
86,38,,Urban Company Ltd.,41.73,2,1,50.0,english r,"english proficiency written, ms-excel",2
87,1,,Calipers Consulting Private Limited,44.04,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
87,7,,Leafoberryy,43.36,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
87,43,,Mintifi Finserve Private Limited,41.03,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
87,45,,Lishanth Enterprises,40.86,1,1,100.0,r,client relationship management crm coordinationsales managementclient relationshipnegotiationscustomer acquisitionsales strategy,1
87,17,,SpotOnMedia,40.51,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
87,24,,SpotOnMedia,40.51,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
87,5,,SREEDHARA ENTERPRISES,39.98,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
87,39,,KnowledgeWorks Global Limited,38.82,1,1,100.0,english r,english proficiency spoken english proficiency written,1
87,26,,Imarticus Learning,38.68,1,1,100.0,design thinking r,content writingms-wordms-powerpointstoryboardingms-excelcontent managementdesign thinking+3 more,1
87,3,,Modtraa Design And Creation Incorporation,38.07,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
88,37,,Urban Company,42.5,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
88,38,,Urban Company Ltd.,41.75,2,1,50.0,english r,"english proficiency written, ms-excel",2
88,5,,SREEDHARA ENTERPRISES,40.92,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
88,3,,Modtraa Design And Creation Incorporation,39.47,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
88,22,,Faff,38.97,1,1,100.0,communication conflict management r,time managementproblem solvingcoordinationadaptabilityeffective communicationconflict management,1
88,7,,Leafoberryy,38.96,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
88,29,,GlobalStep Services Private Limited,37.13,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
88,39,,KnowledgeWorks Global Limited,36.41,1,1,100.0,english r,english proficiency spoken english proficiency written,1
88,25,,NoBroker Technologies Solutions Private Limited,36.05,1,0,0.0,,cold callinginside salesbusiness developmentsales,1
88,4,,CCL Advisors,35.9,1,1,100.0,legal research r,legal researchcompany lawlegal draftingstatutory complianceslegal writingcontract management,1
89,3,,Modtraa Design And Creation Incorporation,37.4,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
89,29,,GlobalStep Services Private Limited,37.2,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
89,39,,KnowledgeWorks Global Limited,35.11,1,1,100.0,english r,english proficiency spoken english proficiency written,1
89,1,,Calipers Consulting Private Limited,33.41,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
89,43,,Mintifi Finserve Private Limited,33.24,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
89,5,,SREEDHARA ENTERPRISES,33.07,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
89,4,,CCL Advisors,30.32,1,1,100.0,legal research r,legal researchcompany lawlegal draftingstatutory complianceslegal writingcontract management,1
89,37,,Urban Company,30.12,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
89,22,,Faff,29.96,1,1,100.0,communication conflict management r,time managementproblem solvingcoordinationadaptabilityeffective communicationconflict management,1
89,47,,Scaler,29.91,1,1,100.0,communication english hindi r,english proficiency spoken hindi proficiency spoken effective communication,1
90,29,,GlobalStep Services Private Limited,40.04,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
90,5,,SREEDHARA ENTERPRISES,40.02,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
90,1,,Calipers Consulting Private Limited,39.16,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
90,43,,Mintifi Finserve Private Limited,35.44,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
90,37,,Urban Company,34.19,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
90,17,,SpotOnMedia,34.11,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
90,24,,SpotOnMedia,34.11,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
90,3,,Modtraa Design And Creation Incorporation,32.07,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
90,39,,KnowledgeWorks Global Limited,31.79,1,1,100.0,english r,english proficiency spoken english proficiency written,1
90,4,,CCL Advisors,31.68,1,1,100.0,legal research r,legal researchcompany lawlegal draftingstatutory complianceslegal writingcontract management,1
91,1,,Calipers Consulting Private Limited,46.18,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
91,3,,Modtraa Design And Creation Incorporation,43.08,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
91,39,,KnowledgeWorks Global Limited,43.02,1,1,100.0,english r,english proficiency spoken english proficiency written,1
91,43,,Mintifi Finserve Private Limited,42.27,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
91,5,,SREEDHARA ENTERPRISES,41.97,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
91,4,,CCL Advisors,40.97,1,1,100.0,legal research r,legal researchcompany lawlegal draftingstatutory complianceslegal writingcontract management,1
91,29,,GlobalStep Services Private Limited,40.5,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
91,37,,Urban Company,39.26,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
91,17,,SpotOnMedia,37.69,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
91,24,,SpotOnMedia,37.69,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
92,1,,Calipers Consulting Private Limited,36.57,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
92,39,,KnowledgeWorks Global Limited,34.8,1,1,100.0,english r,english proficiency spoken english proficiency written,1
92,3,,Modtraa Design And Creation Incorporation,33.52,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
92,37,,Urban Company,33.51,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
92,43,,Mintifi Finserve Private Limited,33.22,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
92,29,,GlobalStep Services Private Limited,33.11,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
92,48,,Zucol Group Of Companies,31.42,1,1,100.0,english r,creative writingenglish proficiency spoken english proficiency written network protocols,1
92,5,,SREEDHARA ENTERPRISES,31.0,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
92,17,,SpotOnMedia,30.1,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
92,24,,SpotOnMedia,30.1,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
93,44,,Starcrest Services Pvt. Ltd.,39.87,1,1,100.0,r,ms-officerecruitment,1
93,5,,SREEDHARA ENTERPRISES,39.6,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
93,29,,GlobalStep Services Private Limited,38.27,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
93,22,,Faff,38.22,1,1,100.0,communication conflict management r,time managementproblem solvingcoordinationadaptabilityeffective communicationconflict management,1
93,37,,Urban Company,37.96,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
93,1,,Calipers Consulting Private Limited,37.83,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
93,7,,Leafoberryy,37.81,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
93,3,,Modtraa Design And Creation Incorporation,37.55,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
93,39,,KnowledgeWorks Global Limited,37.04,1,1,100.0,english r,english proficiency spoken english proficiency written,1
93,38,,Urban Company Ltd.,35.18,2,1,50.0,english r,"english proficiency written, ms-excel",2
94,23,,Netcore Cloud,46.28,1,1,100.0,r sql sql server,htmllinuxms sql server,1
94,37,,Urban Company,41.67,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
94,5,,SREEDHARA ENTERPRISES,40.6,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
94,44,,Starcrest Services Pvt. Ltd.,40.48,1,1,100.0,r,ms-officerecruitment,1
94,1,,Calipers Consulting Private Limited,40.35,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
94,38,,Urban Company Ltd.,38.0,2,1,50.0,english r,"english proficiency written, ms-excel",2
94,43,,Mintifi Finserve Private Limited,37.5,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
94,17,,SpotOnMedia,37.31,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
94,24,,SpotOnMedia,37.31,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
94,29,,GlobalStep Services Private Limited,35.98,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
95,43,,Mintifi Finserve Private Limited,44.04,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
95,39,,KnowledgeWorks Global Limited,43.62,1,1,100.0,english r,english proficiency spoken english proficiency written,1
95,6,,Godrej Capital,41.25,1,1,100.0,communication r,ms-officems-powerpointms-exceleffective communication,1
95,7,,Leafoberryy,40.4,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
95,29,,GlobalStep Services Private Limited,39.9,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
95,1,,Calipers Consulting Private Limited,39.1,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
95,44,,Starcrest Services Pvt. Ltd.,38.39,1,1,100.0,r,ms-officerecruitment,1
95,3,,Modtraa Design And Creation Incorporation,37.65,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
95,34,,Ashiana Housing Limited,35.7,1,1,100.0,data analytics r,data analyticsms-exceldata entrypower bidata analysis,1
95,48,,Zucol Group Of Companies,35.23,1,1,100.0,english r,creative writingenglish proficiency spoken english proficiency written network protocols,1
96,39,,KnowledgeWorks Global Limited,31.43,1,1,100.0,english r,english proficiency spoken english proficiency written,1
96,43,,Mintifi Finserve Private Limited,30.71,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
96,1,,Calipers Consulting Private Limited,30.42,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
96,3,,Modtraa Design And Creation Incorporation,29.46,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
96,44,,Starcrest Services Pvt. Ltd.,28.76,1,1,100.0,r,ms-officerecruitment,1
96,5,,SREEDHARA ENTERPRISES,27.28,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
96,37,,Urban Company,27.21,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
96,29,,GlobalStep Services Private Limited,27.03,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
96,12,,Belstar MicroFinance Limited,24.86,1,1,100.0,accounting plan r,accountingfinancial planningfinancial reporting,1
96,47,,Scaler,24.32,1,1,100.0,communication english hindi r,english proficiency spoken hindi proficiency spoken effective communication,1
97,3,,Modtraa Design And Creation Incorporation,56.11,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
97,7,,Leafoberryy,49.19,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
97,38,,Urban Company Ltd.,49.14,2,1,50.0,english r,"english proficiency written, ms-excel",2
97,37,,Urban Company,49.09,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
97,5,,SREEDHARA ENTERPRISES,48.23,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
97,1,,Calipers Consulting Private Limited,46.98,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
97,39,,KnowledgeWorks Global Limited,46.33,1,1,100.0,english r,english proficiency spoken english proficiency written,1
97,22,,Faff,46.24,1,1,100.0,communication conflict management r,time managementproblem solvingcoordinationadaptabilityeffective communicationconflict management,1
97,25,,NoBroker Technologies Solutions Private Limited,44.88,1,0,0.0,,cold callinginside salesbusiness developmentsales,1
97,9,,Internshala,44.05,1,1,100.0,communication english r,negotiationproblem solvingenglish proficiency spoken saleseffective communication,1
98,5,,SREEDHARA ENTERPRISES,44.6,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
98,39,,KnowledgeWorks Global Limited,43.07,1,1,100.0,english r,english proficiency spoken english proficiency written,1
98,43,,Mintifi Finserve Private Limited,41.61,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
98,3,,Modtraa Design And Creation Incorporation,41.32,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
98,1,,Calipers Consulting Private Limited,40.4,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
98,37,,Urban Company,38.29,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
98,44,,Starcrest Services Pvt. Ltd.,38.06,1,1,100.0,r,ms-officerecruitment,1
98,38,,Urban Company Ltd.,37.97,2,1,50.0,english r,"english proficiency written, ms-excel",2
98,6,,Godrej Capital,35.36,1,1,100.0,communication r,ms-officems-powerpointms-exceleffective communication,1
98,7,,Leafoberryy,34.8,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
99,44,,Starcrest Services Pvt. Ltd.,36.44,1,1,100.0,r,ms-officerecruitment,1
99,29,,GlobalStep Services Private Limited,35.3,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
99,34,,Ashiana Housing Limited,30.98,1,1,100.0,data analytics r,data analyticsms-exceldata entrypower bidata analysis,1
99,22,,Faff,30.57,1,1,100.0,communication conflict management r,time managementproblem solvingcoordinationadaptabilityeffective communicationconflict management,1
99,25,,NoBroker Technologies Solutions Private Limited,30.55,1,0,0.0,,cold callinginside salesbusiness developmentsales,1
99,39,,KnowledgeWorks Global Limited,30.01,1,1,100.0,english r,english proficiency spoken english proficiency written,1
99,3,,Modtraa Design And Creation Incorporation,29.33,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
99,7,,Leafoberryy,28.99,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
99,32,,IDFC First Bank,27.8,1,1,100.0,r,lead generationsalesfield sales,1
99,12,,Belstar MicroFinance Limited,27.36,1,1,100.0,accounting plan r,accountingfinancial planningfinancial reporting,1
100,5,,SREEDHARA ENTERPRISES,45.92,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
100,38,,Urban Company Ltd.,44.45,2,1,50.0,english r,"english proficiency written, ms-excel",2
100,37,,Urban Company,44.27,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
100,19,,Bhanzu (Formerly Exploring Infinities),40.92,2,1,50.0,communication english r,"english proficiency spoken english proficiency written saleseffective communicationsales strategy, ms-excel",2
100,45,,Lishanth Enterprises,39.6,1,1,100.0,r,client relationship management crm coordinationsales managementclient relationshipnegotiationscustomer acquisitionsales strategy,1
100,1,,Calipers Consulting Private Limited,39.58,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
100,11,,Lishanth Enterprises,38.84,1,1,100.0,r,client relationship management crm sales managementsales supportcustomer supportsales strategy,1
100,43,,Mintifi Finserve Private Limited,38.39,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
100,32,,IDFC First Bank,37.41,1,1,100.0,r,lead generationsalesfield sales,1
100,44,,Starcrest Services Pvt. Ltd.,36.96,1,1,100.0,r,ms-officerecruitment,1
101,45,,Lishanth Enterprises,48.95,1,1,100.0,r,client relationship management crm coordinationsales managementclient relationshipnegotiationscustomer acquisitionsales strategy,1
101,11,,Lishanth Enterprises,47.39,1,1,100.0,r,client relationship management crm sales managementsales supportcustomer supportsales strategy,1
101,7,,Leafoberryy,47.22,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
101,3,,Modtraa Design And Creation Incorporation,39.72,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
101,12,,Belstar MicroFinance Limited,39.62,1,1,100.0,accounting plan r,accountingfinancial planningfinancial reporting,1
101,1,,Calipers Consulting Private Limited,39.58,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
101,42,,Paisabazaar,37.92,1,1,100.0,investment banking,investment bankingsales,1
101,5,,SREEDHARA ENTERPRISES,37.54,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
101,44,,Starcrest Services Pvt. Ltd.,36.76,1,1,100.0,r,ms-officerecruitment,1
101,4,,CCL Advisors,36.73,1,1,100.0,legal research r,legal researchcompany lawlegal draftingstatutory complianceslegal writingcontract management,1
102,44,,Starcrest Services Pvt. Ltd.,47.79,1,1,100.0,r,ms-officerecruitment,1
102,1,,Calipers Consulting Private Limited,44.68,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
102,5,,SREEDHARA ENTERPRISES,44.1,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
102,11,,Lishanth Enterprises,43.11,1,1,100.0,r,client relationship management crm sales managementsales supportcustomer supportsales strategy,1
102,7,,Leafoberryy,42.9,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
102,29,,GlobalStep Services Private Limited,42.25,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
102,43,,Mintifi Finserve Private Limited,42.11,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
102,40,,RMSI Private Limited,41.2,1,1,100.0,r sql sql server,sqlms sql servergisarcgisssms,1
102,38,,Urban Company Ltd.,41.14,2,1,50.0,english r,"english proficiency written, ms-excel",2
102,12,,Belstar MicroFinance Limited,40.57,1,1,100.0,accounting plan r,accountingfinancial planningfinancial reporting,1
103,22,,Faff,50.15,1,1,100.0,communication conflict management r,time managementproblem solvingcoordinationadaptabilityeffective communicationconflict management,1
103,29,,GlobalStep Services Private Limited,49.48,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
103,44,,Starcrest Services Pvt. Ltd.,47.43,1,1,100.0,r,ms-officerecruitment,1
103,7,,Leafoberryy,47.32,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
103,45,,Lishanth Enterprises,43.89,1,1,100.0,r,client relationship management crm coordinationsales managementclient relationshipnegotiationscustomer acquisitionsales strategy,1
103,12,,Belstar MicroFinance Limited,42.7,1,1,100.0,accounting plan r,accountingfinancial planningfinancial reporting,1
103,43,,Mintifi Finserve Private Limited,41.78,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
103,5,,SREEDHARA ENTERPRISES,41.33,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
103,3,,Modtraa Design And Creation Incorporation,40.55,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
103,11,,Lishanth Enterprises,40.43,1,1,100.0,r,client relationship management crm sales managementsales supportcustomer supportsales strategy,1
104,17,,SpotOnMedia,40.64,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
104,24,,SpotOnMedia,40.64,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
104,1,,Calipers Consulting Private Limited,39.21,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
104,3,,Modtraa Design And Creation Incorporation,36.74,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
104,50,,Webvio Technologies,34.46,1,1,100.0,english logging r,bloggingsearch engine optimization seo creative writingproofreadingenglish proficiency written research and analytics,1
104,39,,KnowledgeWorks Global Limited,33.39,1,1,100.0,english r,english proficiency spoken english proficiency written,1
104,23,,Netcore Cloud,32.74,1,1,100.0,r sql sql server,htmllinuxms sql server,1
104,5,,SREEDHARA ENTERPRISES,32.43,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
104,26,,Imarticus Learning,31.64,1,1,100.0,design thinking r,content writingms-wordms-powerpointstoryboardingms-excelcontent managementdesign thinking+3 more,1
104,4,,CCL Advisors,31.38,1,1,100.0,legal research r,legal researchcompany lawlegal draftingstatutory complianceslegal writingcontract management,1
105,1,,Calipers Consulting Private Limited,43.26,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
105,43,,Mintifi Finserve Private Limited,40.52,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
105,29,,GlobalStep Services Private Limited,39.94,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
105,5,,SREEDHARA ENTERPRISES,39.46,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
105,39,,KnowledgeWorks Global Limited,39.33,1,1,100.0,english r,english proficiency spoken english proficiency written,1
105,37,,Urban Company,37.6,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
105,38,,Urban Company Ltd.,37.36,2,1,50.0,english r,"english proficiency written, ms-excel",2
105,4,,CCL Advisors,35.82,1,1,100.0,legal research r,legal researchcompany lawlegal draftingstatutory complianceslegal writingcontract management,1
105,3,,Modtraa Design And Creation Incorporation,35.5,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
105,8,,YES Italy Edutech Pvt. Ltd.,34.97,1,1,100.0,english r,lead generationsales managementenglish proficiency spoken sales,1
106,39,,KnowledgeWorks Global Limited,38.78,1,1,100.0,english r,english proficiency spoken english proficiency written,1
106,17,,SpotOnMedia,34.82,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
106,24,,SpotOnMedia,34.82,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
106,1,,Calipers Consulting Private Limited,34.79,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
106,43,,Mintifi Finserve Private Limited,32.97,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
106,48,,Zucol Group Of Companies,32.58,1,1,100.0,english r,creative writingenglish proficiency spoken english proficiency written network protocols,1
106,3,,Modtraa Design And Creation Incorporation,32.38,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
106,50,,Webvio Technologies,32.11,1,1,100.0,english logging r,bloggingsearch engine optimization seo creative writingproofreadingenglish proficiency written research and analytics,1
106,5,,SREEDHARA ENTERPRISES,31.17,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
106,37,,Urban Company,30.52,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
107,5,,SREEDHARA ENTERPRISES,46.68,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
107,17,,SpotOnMedia,42.83,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
107,24,,SpotOnMedia,42.83,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
107,43,,Mintifi Finserve Private Limited,41.01,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
107,1,,Calipers Consulting Private Limited,40.41,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
