resume_id,job_id,job_title,company,location,resume_category,similarity_score,match_percentage,matched_skills,original_job_skills
78,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.5121,51.21,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
78,17,,SpotOnMedia,Work from home,,0.4981,49.81,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
78,24,,SpotOnMedia,Work from home,,0.4981,49.81,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
78,43,,Mintifi Finserve Private Limited,Mumbai,,0.4971,49.71,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
78,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.4841,48.41,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
78,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.474,47.4,english; r,English Proficiency (Spoken)English Proficiency (Written)
78,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4738,47.38,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
78,37,,Urban Company,Bangalore,,0.4656,46.56,english; r,"MS-Excel, English Proficiency (Spoken)"
78,29,,GlobalStep Services Private Limited,Pune,,0.4407,44.07,r,RecruitmentResume screeningInterview Coordination
78,4,,CCL Advisors,Mumbai,,0.422,42.2,legal research; r,Legal ResearchCompany LawLegal DraftingStatutory compliancesLegal WritingContract Management
79,5,,SREEDHARA ENTERPRISES,Bangalore,,0.5687,56.87,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
79,43,,Mintifi Finserve Private Limited,Mumbai,,0.5313,53.13,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
79,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.5169,51.69,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
79,37,,Urban Company,Bangalore,,0.4884,48.84,english; r,"MS-Excel, English Proficiency (Spoken)"
79,38,,Urban Company Ltd.,Bangalore,,0.4793,47.93,english; r,"MS-Excel, English Proficiency (Written)"
79,7,,Leafoberryy,Mumbai,,0.4519,45.19,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
79,17,,SpotOnMedia,Work from home,,0.4427,44.27,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
79,24,,SpotOnMedia,Work from home,,0.4427,44.27,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
79,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.4403,44.03,english; r,English Proficiency (Spoken)English Proficiency (Written)
79,19,,Bhanzu (Formerly Exploring Infinities),Bangalore,,0.4393,43.93,communication; english; r,"MS-Excel, English Proficiency (Spoken)English Proficiency (Written)SalesEffective CommunicationSales Strategy"
80,43,,Mintifi Finserve Private Limited,Mumbai,,0.5466,54.66,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
80,5,,SREEDHARA ENTERPRISES,Bangalore,,0.5181,51.81,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
80,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.5091,50.91,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
80,7,,Leafoberryy,Mumbai,,0.5074,50.74,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
80,37,,Urban Company,Bangalore,,0.5019,50.19,english; r,"MS-Excel, English Proficiency (Spoken)"
80,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.4597,45.97,english; r,English Proficiency (Spoken)English Proficiency (Written)
80,17,,SpotOnMedia,Work from home,,0.4564,45.64,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
80,24,,SpotOnMedia,Work from home,,0.4564,45.64,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
80,6,,Godrej Capital,"Ahmedabad, Mehsana, Pune, Gandhidham, Vapi, Ahmednagar, Vadodara, Mumbai, Nashik",,0.4562,45.62,communication; r,MS-OfficeMS-PowerPointMS-ExcelEffective Communication
80,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.4473,44.73,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
81,43,,Mintifi Finserve Private Limited,Mumbai,,0.5539,55.39,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
81,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.5304,53.04,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
81,7,,Leafoberryy,Mumbai,,0.5167,51.67,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
81,37,,Urban Company,Bangalore,,0.5163,51.63,english; r,"MS-Excel, English Proficiency (Spoken)"
81,5,,SREEDHARA ENTERPRISES,Bangalore,,0.5127,51.27,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
81,4,,CCL Advisors,Mumbai,,0.5094,50.94,legal research; r,Legal ResearchCompany LawLegal DraftingStatutory compliancesLegal WritingContract Management
81,38,,Urban Company Ltd.,Bangalore,,0.4976,49.76,english; r,"MS-Excel, English Proficiency (Written)"
81,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.459,45.9,english; r,English Proficiency (Spoken)English Proficiency (Written)
81,12,,Belstar MicroFinance Limited,Chennai,,0.4527,45.27,accounting; plan; r,AccountingFinancial planningFinancial Reporting
81,17,,SpotOnMedia,Work from home,,0.4515,45.15,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
82,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.4377,43.77,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
82,43,,Mintifi Finserve Private Limited,Mumbai,,0.4186,41.86,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
82,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4049,40.49,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
82,17,,SpotOnMedia,Work from home,,0.3991,39.91,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
82,24,,SpotOnMedia,Work from home,,0.3991,39.91,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
82,37,,Urban Company,Bangalore,,0.3829,38.29,english; r,"MS-Excel, English Proficiency (Spoken)"
82,7,,Leafoberryy,Mumbai,,0.3827,38.27,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
82,29,,GlobalStep Services Private Limited,Pune,,0.381,38.1,r,RecruitmentResume screeningInterview Coordination
82,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.3802,38.02,english; r,English Proficiency (Spoken)English Proficiency (Written)
82,45,,Lishanth Enterprises,"Narasaraopet, Anakapalle, Macherla, Prathipadu, Bapatla, Chirala, Gajuwaka Part",,0.3552,35.52,r,Client Relationship Management (CRM)CoordinationSales ManagementClient RelationshipNegotiationsCustomer AcquisitionSales Strategy
83,7,,Leafoberryy,Mumbai,,0.4727,47.27,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
83,12,,Belstar MicroFinance Limited,Chennai,,0.4677,46.77,accounting; plan; r,AccountingFinancial planningFinancial Reporting
83,45,,Lishanth Enterprises,"Narasaraopet, Anakapalle, Macherla, Prathipadu, Bapatla, Chirala, Gajuwaka Part",,0.3919,39.19,r,Client Relationship Management (CRM)CoordinationSales ManagementClient RelationshipNegotiationsCustomer AcquisitionSales Strategy
83,34,,Ashiana Housing Limited,Bhiwadi,,0.3846,38.46,data analytics; r,Data AnalyticsMS-ExcelData entryPower BIData Analysis
83,5,,SREEDHARA ENTERPRISES,Bangalore,,0.3802,38.02,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
83,40,,RMSI Private Limited,Hyderabad,,0.3752,37.52,r; sql; sql server,SQLMS SQL ServerGISArcGISSSMS
83,32,,IDFC First Bank,"Kolkata, Barasat (Hybrid)",,0.3673,36.73,r,Lead GenerationSalesField Sales
83,11,,Lishanth Enterprises,Vijayawada,,0.3618,36.18,r,Client Relationship Management (CRM)Sales ManagementSales SupportCustomer SupportSales Strategy
83,37,,Urban Company,Bangalore,,0.3429,34.29,english; r,"MS-Excel, English Proficiency (Spoken)"
83,18,,WWF India,Hyderabad,,0.3384,33.84,r,Client InteractionPublic SpeakingSalesMarketingCustomer Acquisition
84,34,,Ashiana Housing Limited,Bhiwadi,,0.4413,44.13,data analytics; r,Data AnalyticsMS-ExcelData entryPower BIData Analysis
84,7,,Leafoberryy,Mumbai,,0.4155,41.55,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
84,29,,GlobalStep Services Private Limited,Pune,,0.381,38.1,r,RecruitmentResume screeningInterview Coordination
84,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.3804,38.04,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
84,5,,SREEDHARA ENTERPRISES,Bangalore,,0.3674,36.74,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
84,40,,RMSI Private Limited,Hyderabad,,0.3661,36.61,r; sql; sql server,SQLMS SQL ServerGISArcGISSSMS
84,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.3583,35.83,english; r,English Proficiency (Spoken)English Proficiency (Written)
84,37,,Urban Company,Bangalore,,0.3504,35.04,english; r,"MS-Excel, English Proficiency (Spoken)"
84,12,,Belstar MicroFinance Limited,Chennai,,0.3438,34.38,accounting; plan; r,AccountingFinancial planningFinancial Reporting
84,43,,Mintifi Finserve Private Limited,Mumbai,,0.3367,33.67,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
85,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4651,46.51,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
85,38,,Urban Company Ltd.,Bangalore,,0.4086,40.86,english; r,"MS-Excel, English Proficiency (Written)"
85,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.3856,38.56,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
85,37,,Urban Company,Bangalore,,0.3814,38.14,english; r,"MS-Excel, English Proficiency (Spoken)"
85,43,,Mintifi Finserve Private Limited,Mumbai,,0.3794,37.94,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
85,48,,Zucol Group Of Companies,Pune,,0.3788,37.88,english; r,Creative WritingEnglish Proficiency (Spoken)English Proficiency (Written)Network protocols
85,29,,GlobalStep Services Private Limited,Pune,,0.3678,36.78,r,RecruitmentResume screeningInterview Coordination
85,32,,IDFC First Bank,"Kolkata, Barasat (Hybrid)",,0.3634,36.34,r,Lead GenerationSalesField Sales
85,4,,CCL Advisors,Mumbai,,0.3573,35.73,legal research; r,Legal ResearchCompany LawLegal DraftingStatutory compliancesLegal WritingContract Management
85,25,,NoBroker Technologies Solutions Private Limited,Bangalore,,0.35,35.0,,Cold CallingInside SalesBusiness DevelopmentSales
86,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.5202,52.02,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
86,43,,Mintifi Finserve Private Limited,Mumbai,,0.506,50.6,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
86,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4772,47.72,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
86,37,,Urban Company,Bangalore,,0.4748,47.48,english; r,"MS-Excel, English Proficiency (Spoken)"
86,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.4701,47.01,english; r,English Proficiency (Spoken)English Proficiency (Written)
86,7,,Leafoberryy,Mumbai,,0.4643,46.43,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
86,29,,GlobalStep Services Private Limited,Pune,,0.4571,45.71,r,RecruitmentResume screeningInterview Coordination
86,17,,SpotOnMedia,Work from home,,0.4258,42.58,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
86,24,,SpotOnMedia,Work from home,,0.4258,42.58,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
86,38,,Urban Company Ltd.,Bangalore,,0.4173,41.73,english; r,"MS-Excel, English Proficiency (Written)"
87,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.4404,44.04,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
87,7,,Leafoberryy,Mumbai,,0.4336,43.36,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
87,43,,Mintifi Finserve Private Limited,Mumbai,,0.4103,41.03,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
87,45,,Lishanth Enterprises,"Narasaraopet, Anakapalle, Macherla, Prathipadu, Bapatla, Chirala, Gajuwaka Part",,0.4086,40.86,r,Client Relationship Management (CRM)CoordinationSales ManagementClient RelationshipNegotiationsCustomer AcquisitionSales Strategy
87,17,,SpotOnMedia,Work from home,,0.4051,40.51,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
87,24,,SpotOnMedia,Work from home,,0.4051,40.51,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
87,5,,SREEDHARA ENTERPRISES,Bangalore,,0.3998,39.98,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
87,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.3882,38.82,english; r,English Proficiency (Spoken)English Proficiency (Written)
87,26,,Imarticus Learning,"Mumbai, Noida",,0.3868,38.68,design thinking; r,Content WritingMS-WordMS-PowerPointStoryboardingMS-ExcelContent ManagementDesign Thinking+3 more
87,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.3807,38.07,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
88,37,,Urban Company,Bangalore,,0.425,42.5,english; r,"MS-Excel, English Proficiency (Spoken)"
88,38,,Urban Company Ltd.,Bangalore,,0.4175,41.75,english; r,"MS-Excel, English Proficiency (Written)"
88,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4092,40.92,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
88,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.3947,39.47,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
88,22,,Faff,Bangalore,,0.3897,38.97,communication; conflict management; r,Time ManagementProblem SolvingCoordinationAdaptabilityEffective CommunicationConflict Management
88,7,,Leafoberryy,Mumbai,,0.3896,38.96,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
88,29,,GlobalStep Services Private Limited,Pune,,0.3713,37.13,r,RecruitmentResume screeningInterview Coordination
88,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.3641,36.41,english; r,English Proficiency (Spoken)English Proficiency (Written)
88,25,,NoBroker Technologies Solutions Private Limited,Bangalore,,0.3605,36.05,,Cold CallingInside SalesBusiness DevelopmentSales
88,4,,CCL Advisors,Mumbai,,0.359,35.9,legal research; r,Legal ResearchCompany LawLegal DraftingStatutory compliancesLegal WritingContract Management
89,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.374,37.4,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
89,29,,GlobalStep Services Private Limited,Pune,,0.372,37.2,r,RecruitmentResume screeningInterview Coordination
89,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.3511,35.11,english; r,English Proficiency (Spoken)English Proficiency (Written)
89,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.3341,33.41,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
89,43,,Mintifi Finserve Private Limited,Mumbai,,0.3324,33.24,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
89,5,,SREEDHARA ENTERPRISES,Bangalore,,0.3307,33.07,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
89,4,,CCL Advisors,Mumbai,,0.3032,30.32,legal research; r,Legal ResearchCompany LawLegal DraftingStatutory compliancesLegal WritingContract Management
89,37,,Urban Company,Bangalore,,0.3012,30.12,english; r,"MS-Excel, English Proficiency (Spoken)"
89,22,,Faff,Bangalore,,0.2996,29.96,communication; conflict management; r,Time ManagementProblem SolvingCoordinationAdaptabilityEffective CommunicationConflict Management
89,47,,Scaler,Bangalore,,0.2991,29.91,communication; english; hindi; r,English Proficiency (Spoken)Hindi Proficiency (Spoken)Effective Communication
90,29,,GlobalStep Services Private Limited,Pune,,0.4004,40.04,r,RecruitmentResume screeningInterview Coordination
90,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4002,40.02,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
90,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.3916,39.16,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
90,43,,Mintifi Finserve Private Limited,Mumbai,,0.3544,35.44,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
90,37,,Urban Company,Bangalore,,0.3419,34.19,english; r,"MS-Excel, English Proficiency (Spoken)"
90,17,,SpotOnMedia,Work from home,,0.3411,34.11,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
90,24,,SpotOnMedia,Work from home,,0.3411,34.11,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
90,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.3207,32.07,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
90,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.3179,31.79,english; r,English Proficiency (Spoken)English Proficiency (Written)
90,4,,CCL Advisors,Mumbai,,0.3168,31.68,legal research; r,Legal ResearchCompany LawLegal DraftingStatutory compliancesLegal WritingContract Management
91,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.4618,46.18,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
91,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.4308,43.08,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
91,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.4302,43.02,english; r,English Proficiency (Spoken)English Proficiency (Written)
91,43,,Mintifi Finserve Private Limited,Mumbai,,0.4227,42.27,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
91,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4197,41.97,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
91,4,,CCL Advisors,Mumbai,,0.4097,40.97,legal research; r,Legal ResearchCompany LawLegal DraftingStatutory compliancesLegal WritingContract Management
91,29,,GlobalStep Services Private Limited,Pune,,0.405,40.5,r,RecruitmentResume screeningInterview Coordination
91,37,,Urban Company,Bangalore,,0.3926,39.26,english; r,"MS-Excel, English Proficiency (Spoken)"
91,17,,SpotOnMedia,Work from home,,0.3769,37.69,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
91,24,,SpotOnMedia,Work from home,,0.3769,37.69,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
92,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.3657,36.57,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
92,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.348,34.8,english; r,English Proficiency (Spoken)English Proficiency (Written)
92,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.3352,33.52,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
92,37,,Urban Company,Bangalore,,0.3351,33.51,english; r,"MS-Excel, English Proficiency (Spoken)"
92,43,,Mintifi Finserve Private Limited,Mumbai,,0.3322,33.22,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
92,29,,GlobalStep Services Private Limited,Pune,,0.3311,33.11,r,RecruitmentResume screeningInterview Coordination
92,48,,Zucol Group Of Companies,Pune,,0.3142,31.42,english; r,Creative WritingEnglish Proficiency (Spoken)English Proficiency (Written)Network protocols
92,5,,SREEDHARA ENTERPRISES,Bangalore,,0.31,31.0,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
92,17,,SpotOnMedia,Work from home,,0.301,30.1,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
92,24,,SpotOnMedia,Work from home,,0.301,30.1,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
93,44,,Starcrest Services Pvt. Ltd.,"Delhi, Gurgaon, Noida",,0.3987,39.87,r,MS-OfficeRecruitment
93,5,,SREEDHARA ENTERPRISES,Bangalore,,0.396,39.6,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
93,29,,GlobalStep Services Private Limited,Pune,,0.3827,38.27,r,RecruitmentResume screeningInterview Coordination
93,22,,Faff,Bangalore,,0.3822,38.22,communication; conflict management; r,Time ManagementProblem SolvingCoordinationAdaptabilityEffective CommunicationConflict Management
93,37,,Urban Company,Bangalore,,0.3796,37.96,english; r,"MS-Excel, English Proficiency (Spoken)"
93,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.3783,37.83,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
93,7,,Leafoberryy,Mumbai,,0.3781,37.81,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
93,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.3755,37.55,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
93,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.3704,37.04,english; r,English Proficiency (Spoken)English Proficiency (Written)
93,38,,Urban Company Ltd.,Bangalore,,0.3518,35.18,english; r,"MS-Excel, English Proficiency (Written)"
94,23,,Netcore Cloud,"Thane, Mumbai",,0.4628,46.28,r; sql; sql server,HTMLLinuxMS SQL Server
94,37,,Urban Company,Bangalore,,0.4167,41.67,english; r,"MS-Excel, English Proficiency (Spoken)"
94,5,,SREEDHARA ENTERPRISES,Bangalore,,0.406,40.6,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
94,44,,Starcrest Services Pvt. Ltd.,"Delhi, Gurgaon, Noida",,0.4048,40.48,r,MS-OfficeRecruitment
94,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.4035,40.35,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
94,38,,Urban Company Ltd.,Bangalore,,0.38,38.0,english; r,"MS-Excel, English Proficiency (Written)"
94,43,,Mintifi Finserve Private Limited,Mumbai,,0.375,37.5,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
94,17,,SpotOnMedia,Work from home,,0.3731,37.31,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
94,24,,SpotOnMedia,Work from home,,0.3731,37.31,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
94,29,,GlobalStep Services Private Limited,Pune,,0.3598,35.98,r,RecruitmentResume screeningInterview Coordination
95,43,,Mintifi Finserve Private Limited,Mumbai,,0.4404,44.04,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
