source,source_job_id,job_title,company,location,location_area,searched_location,latitude,longitude,salary_min,salary_max,salary_is_predicted,contract_type,contract_time,category,description,created,redirect_url,profession_category,search_term,detected_job_profession,skill_match_percentage,matched_skills,missing_candidate_skills,matched_skill_count,missing_skill_count,final_match_score,candidate_role,job_role,role_score,role_skill_gaps,final_role_aware_score
Adzuna,5796405346,Business Development Specialist,Impact Guru,"Coimbatore, Tamil Nadu","['India', 'Tamil Nadu', 'Coimbatore']",Coimbatore,11.017171,77.100203,,,0,,,Sales Jobs,"We are looking for driven Business Development who can on-board new Hospitals/Diagnostic Centres dealing with Cancer, Transplant, ICU, cardiac treatments in India and participate in efforts to increase new fundraisers for patients for funding critical illnesses. Responsibilities: - Partner with Doctors and Hospitals for regular patient referrals, - Create and manage digital fundraising campaigns for patients for crowdfunding, - Manage existing relationships with patients and client engagement i…",2026-07-11T07:18:07Z,https://www.adzuna.in/details/5796405346?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5847853383,Territory Business Manager | Derma Prime,Abbott,"Coimbatore, Tamil Nadu","['India', 'Tamil Nadu', 'Coimbatore']",Coimbatore,11.017171,77.100203,,,0,,,Sales Jobs,"Primary Job Function - Achieving assigned territory/ geography wise sales target - Carrying out effective field work without direct day-to-day supervision - Report field work in daily basis on assigned online system - Meeting Call Average, Coverage, Frequency coverage Norms of assigned division Core Job Responsibilities - Generate maximum prescriptions & increase market share - Promote the Division's products as per strategy - Relationship Building with the Stake holders (Doctors, Chemists, Sto…",2026-08-19T11:12:05Z,https://www.adzuna.in/details/5847853383?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5828465313,Area Sales Manager - Trauma & Spine,Miraclus Orthotech Private Limited,"Coimbatore, Tamil Nadu","['India', 'Tamil Nadu', 'Coimbatore']",Coimbatore,11.017171,77.100203,,,0,permanent,full_time,Sales Jobs,"What You Will Be Doing Candidates from ORTHO IMPLANTS-TRAUMA are highly preferred. Plan monthly, weekly, and daily tour program & submit to RSM. Discuss & Execute jointly tour visit with RSM in the potential area for lead conversion. Prepare and deliver appropriate presentations on products, explain a product advantage/benefits, USP to doctors, surgeons, distributors and generate sales. Listen, understand doctors, surgeons, distributors problems and provide solutions. Timely address and escalat…",2026-08-05T05:37:12Z,https://www.adzuna.in/details/5828465313?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,1578632216,General Physician,TechUnity Software Systems India Pvt Ltd;,"Coimbatore, Tamil Nadu","['India', 'Tamil Nadu', 'Coimbatore']",Coimbatore,11.017171,77.100203,200000.0,500000.0,0,,full_time,Healthcare & Nursing Jobs,"Stay cure is looking for a responsible Physician to provide high quality medical care by examining patients and treating diseases. You must be very knowledgeable in regards to diseases, epidemiology and other medical conditions so you can interpret symptoms and diagnose conditions. The job can be demanding so a great deal of patience and physical endurance is required. Responsibilities: Conduct routine check-ups to patients to assess their health condition and discover possible issues Give appr…",2020-06-19T22:12:38Z,https://www.adzuna.in/details/1578632216?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,General Medicine,"MBBS, MD, Doctor, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5727124180,Consultant - Ophthalmologist,Dr Agarwal,"Salem, Tamil Nadu","['India', 'Tamil Nadu', 'Salem']",Salem,11.56305,77.99725,,,0,contract,,Trade & Construction Jobs,Job Description Looking for a Medical Retina Doctor for Salem Center. Interested Doctors please feel to apply for call at 91-9445003890 and send resumes to jobs@dragarwal.com Key Responsibilities: Looking for a Medical Retina Doctor for Salem Center. Interested Doctors please feel to apply for call at 91-9445003890 and send resumes to jobs@dragarwal.com,2026-05-13T02:02:59Z,https://www.adzuna.in/details/5727124180?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5828608107,Key Account Manager (Medical Representative),Otsuka Pharmaceutical India Pvt Ltd,"Salem, Tamil Nadu","['India', 'Tamil Nadu', 'Salem']",Salem,11.56305,77.99725,,,0,,,Sales Jobs,Key Account Manager (KAM) has to meet the doctors regularly. He/She usually has a list of doctors that he/she is supposed to call on at appropriate frequency as per the pre-approved 'daily work plan'. KAM has to be aware of the different specialties of the doctors and promote right products to right doctors. KAM has to collect feedback about the products used by the doctors and satisfactorily resolve any complaints or concerns related to products with help from HO as and when necessary. KAM has…,2026-08-05T07:29:32Z,https://www.adzuna.in/details/5828608107?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5797506905,Marketing Executive (Medical Representative),Tablets India,"Salem, Tamil Nadu","['India', 'Tamil Nadu', 'Salem']",Salem,11.56305,77.99725,,,0,,,Sales Jobs,"We are looking for a dynamic and results-oriented Marketing Executive (Medical Representative) to join our sales and marketing team. The Medical Representative will be responsible for promoting and selling the company's pharmaceutical products to healthcare professionals, including doctors, pharmacists, and hospitals. The ideal candidate will have a strong understanding of the pharmaceutical industry, excellent communication skills, and the ability to build long-term relationships with healthca…",2026-07-12T07:20:01Z,https://www.adzuna.in/details/5797506905?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5727116563,Consultant - Ophthalmologist,Dr Agarwal,"Tirunelveli, Tamil Nadu","['India', 'Tamil Nadu', 'Tirunelveli']",Tirunelveli,8.7256,77.69625,,,0,contract,,Consultancy Jobs,Job Description Looking for a Medical Retina Consultant for Trichy. Interested Doctors please feel to apply for call at 91-9445003890 and send resumes to jobs@dragarwal.com Key Responsibilities: Looking for a Medical Retina Consultant for Trichy. Interested Doctors please feel to apply for call at 91-9445003890 and send resumes to jobs@dragarwal.com,2026-05-13T02:02:20Z,https://www.adzuna.in/details/5727116563?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5827735907,Sales Manager — Merago AI Scribe (Healthtech / Clinical Software Sales only),meragoHealth,"Bangalore, Karnataka","['India', 'Karnataka', 'Bangalore']",Bengaluru,,,,,0,,full_time,Sales Jobs,"Location: Bengaluru (must be a current Bangalore resident; travel as required) Employment Type: Full-time Experience: 3–5 years in healthtech / clinical software sales Please note before applying: This is a healthtech software sales role. We are looking specifically for people who have sold AI, SaaS, EMR/EHR, or doctor-workflow / clinical software solutions to hospitals and clinics . This is not a pharma, medicines, medical-device or surgical items sales role, and it's not a generalist B2B or f…",2026-08-04T17:45:21Z,https://www.adzuna.in/land/ad/5827735907?se=dhG6FYec8RGwBe63zKMEtw&utm_medium=api&utm_source=10d03a1b&v=AC7C69D718CE165C1F3667A5F83034B0FE70FADC,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5818525245,Associate Consultant- Cardiology Manipal Hospital Old Airport Road,Manipal Hospitals,"Bangalore, Karnataka","['India', 'Karnataka', 'Bangalore']",Bengaluru,,,,,0,,,Healthcare & Nursing Jobs,"A cardiologist is a medical doctor specializing in diagnosing, treating, and preventing diseases of the heart and blood vessels (the circulatory system). They manage a wide range of conditions, from chest pain and high blood pressure to heart failure and valve problems. Cardiologists also play a crucial role in preventive care, guiding patients on heart-healthy lifestyles",2026-07-28T21:19:28Z,https://www.adzuna.in/land/ad/5818525245?se=dhG6FYec8RGwBe63zKMEtw&utm_medium=api&utm_source=10d03a1b&v=6881FE3C6CE351F251430633B4E7E9D8E6F6B58E,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5826772708,Manager - Marketing (Field Sales),STRATIST,"Kenchanahalli, Bangalore","['India', 'Karnataka', 'Bangalore', 'Kenchanahalli']",Bengaluru,12.9391,77.59055,,,0,,full_time,"PR, Advertising & Marketing Jobs","Role Overview: We are looking for a dynamic and motivated Field / Offline Marketing Manager who will be responsible for building and maintaining strong relationships with doctors and healthcare brands. The ideal candidate will visit clinics and hospitals, promote our services, and drive lead generation for our clients and STRATIST. Key Responsibilities: Visit doctors, clinics, and healthcare centers to promote STRATIST’s services. Build and maintain strong, long-term relationships with medical …",2026-08-03T22:53:40Z,https://www.adzuna.in/details/5826772708?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5675803839,Native Android Developer - B2C,RS Consultants,"Bangalore, Karnataka","['India', 'Karnataka', 'Bangalore']",Bengaluru,,,1000000.0,1500000.0,0,,full_time,IT Jobs,"Position: Android Developer – SD II Organization: A Funded global healthcare platform connecting doctors, thereby enabling exchange of information on a quick and real time basis, founded in the year 2013.Currently there are 3 lakh doctors using this platform and everyday there are 400 new doctors joining it.A Funded global healthcare platform connecting doctors, thereby enabling exchange of information on a quick and real time basis, founded in the year 2013.Currently there are 3 lakh doctors u…",2026-03-23T11:37:23Z,https://www.adzuna.in/details/5675803839?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5797506924,First line field manager (Area Sales Manager ),Tablets India,"Bangalore, Karnataka","['India', 'Karnataka', 'Bangalore']",Bengaluru,,,,,0,,,Sales Jobs,"Supervise and lead a team of Medical Representatives (MRs) in the assigned territory. Ensure achievement of monthly, quarterly, and annual sales targets for the area. Develop and implement area-specific sales strategies aligned with company goals. Conduct fieldwork with MRs to support product promotion and ensure effective doctor coverage. Monitor and ensure daily reporting, doctor call average, and secondary sales by MRs. Identify and develop new business opportunities in hospitals, clinics, a…",2026-07-12T07:20:02Z,https://www.adzuna.in/details/5797506924?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5742857558,Unit Head HR,Ellappan Aananthan,"Bangalore, Karnataka","['India', 'Karnataka', 'Bangalore']",Bengaluru,,,,,0,,,HR & Recruitment Jobs,"Description We are looking for an experienced and dynamic Unit Head HR to manage overall HR operations for a reputed super speciality hospital in Bengaluru. The candidate should have strong experience in hospital HR management, team handling, recruitment, employee relations, and branch operations. The ideal candidate must be capable of coordinating with doctors, department heads, and management to ensure smooth operational activities. Key Responsibilities Handle end-to-end HR operations of the …",2026-05-28T06:59:08Z,https://www.adzuna.in/details/5742857558?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,3180512495,Associate/Sr Ass-Info Security,Unnati,"Bangalore, Karnataka","['India', 'Karnataka', 'Bangalore']",Bengaluru,,,1300000.0,1400000.0,0,,full_time,IT Jobs,"Our client is the Health-tech initiative of India's largest business house. Started in 2015, it empowers healthcare providers and consumers in India. All healthcare monitoring services are made available through an app that will help connect doctors, hospitals, pharmacies, laboratories and consumers, enabling preventive and predictive healthcare. It helps the care-givers to track the entire patient journey from the initial appointment and maintaining their records, generating lab test reports t…",2022-05-30T06:11:18Z,https://www.adzuna.in/details/3180512495?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,4686701328,Medical Representative,,"Bangalore, Karnataka","['India', 'Karnataka', 'Bangalore']",Bengaluru,12.95703,77.59837,,,0,,,Customer Services Jobs,"A medical representative's job is to promote and sell their company's products, whether that's pharmaceutical drugs or medical equipment. Customers can include doctors, nurses and pharmacists. The medical representative will increase product awareness, answer queries, provide advice and introduce new products",2024-05-10T07:38:25Z,https://www.adzuna.in/details/4686701328?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,2833105797,Category Manager,Unnati,"Bangalore, Karnataka","['India', 'Karnataka', 'Bangalore']",Bengaluru,,,500000.0,1000000.0,0,,full_time,Retail Jobs,"Headquartered in Bangalore, our client is a digital first non- judgemental healthcare brand that provides access to specialised primary care across skin, hair, sleep, sexual health, nutrition and fitness categories. This startup has brought the hospital right to the doorstep of customers thereby eliminating the pain & risk of going for regular hospital visits. They have a one-stop solution providing both doctor consultations services and products. Founded in 2020, the company is FSSAI approved …",2022-01-22T04:51:34Z,https://www.adzuna.in/details/2833105797?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,4686707035,HR Recruiter,,"Bangalore, Karnataka","['India', 'Karnataka', 'Bangalore']",Bengaluru,12.95703,77.59837,,,0,,,Consultancy Jobs,"Communication should be good Willing to travel Multi linguistic especially Tamil is important (prefer English, Tamil, Kannada) Good presentation skill High maturity to deal with doctors Meticulous followup Work experience as recruiter in healthcare or any equal lent for minimum 2 yrs",2024-05-10T07:39:06Z,https://www.adzuna.in/details/4686707035?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,3032215299,Clinic Operations,Unnati,"Bangalore, Karnataka","['India', 'Karnataka', 'Bangalore']",Bengaluru,,,1500000.0,2000000.0,0,,full_time,Retail Jobs,"Are you a high-performing, collaborative, results oriented and technologically savvy person who is keen on sales in the digital industry? Then this highly visible role is for you Our client is the Health-tech initiative of India's largest business house. Started in 2015, it empowers healthcare providers and consumers in India. All healthcare monitoring services are made available through an app that will help connect doctors, hospitals, pharmacies, laboratories and consumers, enabling preventiv…",2022-04-07T05:26:10Z,https://www.adzuna.in/details/3032215299?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5833434713,Senior Medical Officer,Sukino Continuum Care,"Bangalore, Karnataka","['India', 'Karnataka', 'Bangalore']",Bengaluru,,,,,0,,full_time,Healthcare & Nursing Jobs,"Qualification: MBBS Location: Whitefield and Manyata, Bangalore Experience: 10 years Shift: Morning Shift (8 hours) Salary: Negotiable based on experience Requirement: Valid KMC Registration Certificate is mandatory If you are interested or know someone who may be a good fit, please get in touch at 8310371750 or kishore@sukino.com. ﻿Sukino Continuum Care, part of Sukino Healthcare Solutions, focuses on supporting individuals and families in managing chronic health conditions over the long term.…",2026-08-08T17:59:43Z,https://www.adzuna.in/land/ad/5833434713?se=tleaGIec8RGgd9X26G9YQA&utm_medium=api&utm_source=10d03a1b&v=9CD0ECE1174E78B9AED3B5EDEEDF2A9717FBBE2C,Healthcare,medical officer,Healthcare,9.09,MBBS,"MD, General Medicine, Doctor, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5828881311,Medical Officer,Happiest Resume,"Bangalore, Karnataka","['India', 'Karnataka', 'Bangalore']",Bengaluru,,,30000.0,100000.0,0,,full_time,Healthcare & Nursing Jobs,"We are seeking a skilled Medical Officer to join our team at Ekincare Industries. As a Medical Officer, you will be responsible for providing medical consultation, conducting health check-ups, and managing chronic health conditions. The ideal candidate will have an MBBS qualification, valid Medical Council Registration, and experience in General Practice or Corporate Clinic. Good communication and patient management skills are essential for this role. You will be working on a part-time basis, w…",2026-08-05T14:48:15Z,https://www.adzuna.in/details/5828881311?utm_medium=api&utm_source=10d03a1b,Healthcare,medical officer,Healthcare,9.09,MBBS,"MD, General Medicine, Doctor, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5833593209,Pre-Auth-Medical Officer-VHC,Vidal Healthcare Services,"Bangalore, Karnataka","['India', 'Karnataka', 'Bangalore']",Bengaluru,12.95703,77.59837,,,0,,full_time,Healthcare & Nursing Jobs,"Job description: Medical Officer Minimum qualification: MBBS/BAMS/BHMS Designation: Medical Officer About Us: Vidal Health is 100% Subsidiary of Bajaj Finserv Health (BFHL). Vidal Health Insurance TPA Pvt Ltd was established in March 2002 with the mission to provide top quality TPA services to Health Insurance policyholders and be the most preferred TPA in India. We are licensed by IRDA (Insurance Regulatory & Development Authority) and have been empanelled by leading insurance companies, both …",2026-08-08T20:51:38Z,https://www.adzuna.in/details/5833593209?utm_medium=api&utm_source=10d03a1b,Healthcare,medical officer,Healthcare,9.09,MBBS,"MD, General Medicine, Doctor, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5806700835,Consultant General Physician,Narayana Health,"Bangalore, Karnataka","['India', 'Karnataka', 'Bangalore']",Bengaluru,,,,,0,,,Healthcare & Nursing Jobs,Job description Preferred candidate profile Provide comprehensive patient consultations and treatment plans Conduct routine health check-ups and preventive care Collaborate with specialists for multidisciplinary patient management Diagnose and manage acute and chronic medical conditions Perks and benefits Opportunity to work in a reputed healthcare organization Interested candidates are invited to send their resume along with a cover letter detailing their qualifications and experience to [HIDD…,2026-07-19T07:20:47Z,https://www.adzuna.in/details/5806700835?utm_medium=api&utm_source=10d03a1b,Healthcare,general physician,Healthcare,9.09,General Medicine,"MBBS, MD, Doctor, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5806700895,Cookie Consent Manager,Narayana Health,"Bangalore, Karnataka","['India', 'Karnataka', 'Bangalore']",Bengaluru,,,,,0,,,Healthcare & Nursing Jobs,"Job description Prescribe medication examine patients diagnose illnesses and provide treatment Order interpret and evaluate diagnostic tests Gather health histories perform physical examinations and diagnostic procedures Develop and implement treatment plans Dictate and document all patient interactions Notify managing physician about unusual or unexpected events or problems Effectively communicate with diverse populationsincluding physiciansemployeespatientsand families Skills: Diagnosis, Medi…",2026-07-19T07:20:48Z,https://www.adzuna.in/details/5806700895?utm_medium=api&utm_source=10d03a1b,Healthcare,physician,Healthcare,9.09,Diagnosis,"MBBS, MD, General Medicine, Doctor, Patient Assessment, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5805536167,Patient Relation Executive,Lead Training and Corporate Solutions,"Bangalore, Karnataka","['India', 'Karnataka', 'Bangalore']",Bengaluru,12.95703,77.59837,,,0,,,Healthcare & Nursing Jobs,Patient Navigation Consult with patients about their health status guide them through treatment plans and track their recovery progress Administrative Management Schedule reschedule and confirm appointments Maintain and update accurate patient records in electronic health record EHR databases Coordination of Care Collaborate with doctors nurses and allied health professionals to ensure seamless care Liaison Duties Act as a communication bridge between patients referring physicians and clinical …,2026-07-18T06:31:44Z,https://www.adzuna.in/details/5805536167?utm_medium=api&utm_source=10d03a1b,Healthcare,physician,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5797506902,Marketing Executive (Medical Representative),Tablets India,"Bangalore, Karnataka","['India', 'Karnataka', 'Bangalore']",Bengaluru,,,,,0,,,Sales Jobs,"We are looking for a dynamic and results-oriented Marketing Executive (Medical Representative) to join our sales and marketing team. The Medical Representative will be responsible for promoting and selling the company's pharmaceutical products to healthcare professionals, including doctors, pharmacists, and hospitals. The ideal candidate will have a strong understanding of the pharmaceutical industry, excellent communication skills, and the ability to build long-term relationships with healthca…",2026-07-12T07:20:01Z,https://www.adzuna.in/details/5797506902?utm_medium=api&utm_source=10d03a1b,Healthcare,medical representative,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5743834829,Manager - Medical Science Liaison,Dozee,"Bangalore, Karnataka","['India', 'Karnataka', 'Bangalore']",Bengaluru,12.95703,77.59837,,,0,,full_time,"PR, Advertising & Marketing Jobs","The Manager - Medical Science Liaison will be responsible for engaging with key doctors and healthcare professionals in partner hospitals. This role focuses on building meaningful relationships with these stakeholders, effectively communicating our research, evidence, and product features, and helping them understand the impact of Dozee’s solutions in enhancing patient safety. Responsibilities: Stakeholder Engagement : Build and maintain strong relationships with key opinion leaders (KOLs) such…",2026-05-29T02:17:42Z,https://www.adzuna.in/details/5743834829?utm_medium=api&utm_source=10d03a1b,Healthcare,medical representative,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5806700159,Ortho Coders,White Horse Manpower Consultancy Private Limited,"Bangalore, Karnataka","['India', 'Karnataka', 'Bangalore']",Bengaluru,,,,,0,,,Scientific & QA Jobs,"Ortho Coders • Assign ICD-10, CPT, HCPCS codes for orthopedic treatments, surgeries • Review, validate clinical documentation for coding accuracy • Ensure compliance, coding guidelines, payer policies • Conduct coding quality audits, error correction Required Candidate profile E&M IP/OP Coders • Assign E&M codes (CPT, ICD-10, HCPCS) for inpatient, outpatient • Review physician documentation for medical necessity and compliance • Adherence to CMS, AAPC, and AHIMA guidelines Perks and benefits Pl…",2026-07-19T07:20:08Z,https://www.adzuna.in/details/5806700159?utm_medium=api&utm_source=10d03a1b,Healthcare,medical coder,Healthcare,9.09,Clinical Documentation,"MBBS, MD, General Medicine, Doctor, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5825675144,Senior Admission Counsellor (TL-Experience),upGrad,"Hyderabad, Telangana","['India', 'Telangana', 'Hyderabad']",Hyderabad,17.40275,78.50806,,,0,,,Teaching Jobs,"Job Title: Senior Admission Counsellor - Study Abroad Location: Mumbai Working Days: 6 (Monday – Saturday) Timings: 10:30 AM – 7:30 PM About upGrad Founded in 2015, upGrad is Asia’s largest integrated Learning, Skilling, Workforce Development, and Placement company. Its offerings include online and hybrid degrees, study abroad programs, certifications, bootcamps, and doctorates for working professionals. Through its B2B arm, upGrad also provides enterprise training, recruitment, and staffing se…",2026-08-02T17:36:56Z,https://www.adzuna.in/land/ad/5825675144?se=-jFCKoec8RG8E4DRVfRH-g&utm_medium=api&utm_source=10d03a1b&v=2FCEACA1F075D8BB436B37A5FF5F5B024858E628,Healthcare,doctor,Education,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5800533988,Marketing Expert (Rehab/Diagnostics/Hospital),Regul Solutions,"Hyderabad, Telangana","['India', 'Telangana', 'Hyderabad']",Hyderabad,17.40275,78.50806,400000.0,600000.0,0,permanent,full_time,Healthcare & Nursing Jobs,"About the Opportunity A reputed rehabilitation center in Hyderabad, specializing in neuro, orthopedic, pediatric, and post-operative rehabilitation services, is seeking a dynamic Hospital Marketing professional to strengthen relationships with corporate hospitals, doctors, and healthcare partners. This role focuses on expanding referral networks, increasing patient admissions, and building the organization's presence among leading healthcare institutions across Hyderabad. Role & Responsibilitie…",2026-07-15T06:30:55Z,https://www.adzuna.in/details/5800533988?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5826269146,Territory Business manager,Monster - xshruthix,"Hyderabad, Telangana","['India', 'Telangana', 'Hyderabad']",Hyderabad,17.40275,78.50806,,,0,,,Sales Jobs,"Job Summary We are seeking an experienced and dynamic individual for the position of 'Territory Business Manger' to drive sales of pharmaceutical products in your assigned territory. You will gather market intelligence, conduct prescription audits, and implement sales strategies to achieve sales targets. Additionally, you will manage queries from doctors, maintain customer relationships, and ensure accurate territory data management. Roles & Responsibilities . You will be responsible for unders…",2026-08-03T07:48:27Z,https://www.adzuna.in/details/5826269146?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
